id,text,label
1136,i loved the feeling i got during an amazing slalom run whether it was in training or in a race,5
1137,i felt out of control i hated myself for feeling it then felt more out of control hated myself for hating that i hated it and it just got worse until i was walking to work in a haze trying to not curl up on the pavement and just,3
1138,i have a feeling if he balks at the soup it will be divine enough for me to finish all by myself,1
1139,i feel festive,1
1140,ill smoke a few cigarettes because im feeling a little nervous,4
1141,i may not feel hopeful and many days i do not but these truths i must call to mind the lord is my portion therefore i will hope in him,1
1142,i just feel heartbroken vunerable and sick tonight,0
1143,im feeling very indecisive about turning eighteen but hey the age does come with its own ups and downs right,4
1144,i stop feeling so mad i ll stop behaving like this,3
1145,i invite him to send me an email detailing all the ways he feels that ive wronged him and i promise to post it unedited outside of names or what not in this blog,3
1146,i was feeling so reluctant the whole day today the only thing that i feel like doing is just sticking my ass on the benches ground having heart to heart talks with my favs staring into space and nothing,4
1147,im feeling hot already after tackling the front hedge,2
1148,im feeling confused but ill keep trudging through,4
1149,im feeling quite cold actually,3
1150,this happened when i could not get into the school i had initially wanted,3
1151,i feel that is why she suddenly got mad at mom,3
1152,i could also feel very bad about myself for not being able to keep up,0
1153,i feel scared and stupid,4
1154,i feel like our relationship revovles around sex and when we do he wants it to be really adventurous trying new things using toys etc ansi just find it exhausting trying to keep up,1
1155,i try to feel confident about it but when ever our eyes meet i feel strong like in gym we have the exercise machines and i could only do lbs on average and i always wanted to do,1
1156,i feel about them i still end up nervous and have those naughty butterflies flying around my stomach,4
1157,i am feeling very anxious about going to therapy w,4
1158,i feel angry thinking how much the government has gulped away over money,3
1159,i am feeling a bit adventurous i put on red lipstick rouge artist and intense from make up for ever,1
1160,i have no idea why this particular region seems to lack a visibly necessary outer carniola as well and i feel actually somewhat bothered by this possible evidence of lack of suburban spirit,3
1161,im putting it in my palm and blowing on it hoping it gets to the ears of the universe and its feeling a little generous the day it reaches them,1
1162,i am feeling generous so you can pick any reason you like but make sure you take your wise mothers advice so i dont feel the need to drag all this to court,1
1163,i feel like telling these horny devils to find a site more suited to that sort of interest the playboy if there is one forum perhaps,2
1164,i used to get the worthless feeling like i said previously my gear was going on ebay but now catch or not i m not bothered it is all about having a go i think a little more when fish are thin on the ground but not dejected or angry,3
1165,i understand the logic of having a student congress but i cant help but feel thats its really really really boring,0
1166,i am feeling unsure about my words but it also means i am writing which is good,4
1167,i want to be someone that people can approach and feel accepted by and not judged because i do feel that people feel judged by me,1
1168,i has for this other woman she feels greedy and wants kairi all for herself,3
1169,i can admit that even though i feel horrible now,0
1170,i feel almost angry that i have been fed like a lab rat for so many years,3
1171,i feel totally drained emotionally and physically the holy spirit never ceases to fill me up and speak to me,0
1172,i feel very nostalgic because i have enjoyed this essence,2
1173,i feel myself getting agitated over something insignificant or feeling bored i m going to remember this quote,3
1174,im waiting in my paper gown and plastic slippers for them to call me feeling very apprehensive but a bit dopey in the head due to lack of food,4
1175,i also intended to study but that didn t happen either so here i am feeling a little less virtuous amp holier than thou than i would if i had actually done something constructive over the past week,1
1176,i notice a lump or feel pain in any part of my body i will somehow become fearful or scared,4
1177,i came away feeling that i should have felt unfortunate or cheated,0
1178,i was feeling so regretful i didnt get it the other time,0
1179,i will usually tell him that i was feeling frustrated for whatever reason and ask him to help me fix it,3
1180,i always feel so delighted to know that there are so many other people who are just as inspired and in love with the old fashioned graphics and illustrations as i am,1
1181,i went into the movie i was feeling skeptical and slightly nervous that i was going to be disappointed,4
1182,i feel without being disturbed by it,0
1183,i feel like im so fucking loyal i would never do that to my boyfriend so why am i settling for someone who doesnt have the same values,2
1184,i cant feel them loving me back,2
1185,im feeling a little saddened and troubled too sorry for a couple of friends who i wish i could give big hugs to,0
1186,i hate all shopping when i feel rushed by hoards of people,3
1187,id feel like a heartless bitch if i didnt share these with anybody,3
1188,i understand that students must pass the mcas and fulfill other tasks but as idealized in freedom writers students will respond better learn and understand faster if they feel respected and valued and if they are excited about their education,1
1189,i always forgive and am still feeling hurt,0
1190,i feel frustrated and upset and demotivated when i dont see a whole picture of the curriculum that im studying for example english class,3
1191,im trying to focus on not feeling sorry for myself and not being upset over the loss of a material possession,0
1192,im feeling so disillusioned with it all right now,0
1193,i am beginning to feel startled by how little of last week i remember,4
1194,i feel superior because i actually know who their president is,1
1195,i feel like other books i pick up are going to be dull and boring in comparison,0
1196,i took steps and immediately remembered the feeling i had when my water broke with jack,0
1197,i feel most passionate and artistic and settled into my craft,1
1198,i cant let all these feeling in one blink im not a heartless person like you i give you a lot of change i give you a lot of change to come and change your decisions i give you a lot of change to find me but you threw it like a crap,3
1199,im feeling a little stressed about it,0
1200,i was also feeling really pleased that i decided well cajoled bullied and ordered to go out running this evening,1
1201,i am slowly paying off my debts and i feel generally happy about where i am and what im doing,1
1202,i need to take my own advice and the advice of many many writers who i admire get the butt in the chair every day even if youre feeling distracted or stressed or whatever,3
1203,i feel fearless janelle mon e elle canada february img width height src http www,1
1204,i need to tell someone how i feel you are gorgeous,1
1205,i feel rude for ignoring your plea for help and its all your fault,3
1206,i never have it feels insincere and a little nosy you get a hint that something might be wrong and want to jump in and get all the details,3
1207,i love the museums there and although i love art i feel very dumb not knowing all of these paintings,0
1208,ive to admit im feeling excited yet so unprepared for the surgery,1
1209,i feel like im so enraged,3
1210,i feel dumb for even liking you,0
1211,im sure ill also feel a bit nervous,4
1212,i can feel myself getting triggered by my emotional eating when i am sick with either a cold virus or just plain old stomach flu,0
1213,i could listen for hours without feeling either threatened or the slightest bit shocked,4
1214,i feel the divine envelope me when i watch literally hundreds of faithful at mass in line for eucharist hundreds of people who include professors homeless bankers students rich poor mentally ill healthy conservatives liberals gay straight sweet rude arrogant kind,1
1215,im feeling a little uptight and pinched today,4
1216,i like this so much but i feel like somehow this will be a term that becomes more popular in the future,1
1217,im also feeling more energetic and able to keep going for a better part of the day,1
1218,i feel generous this evening and id like to share a pie crust recipe to help those who have struggled with trying to make a pie,1
1219,i am writing this i remember between feeling assured i wasnt dead and checking the window that me and my mom started fighting,1
1220,i am already feeling homesick for a country that isnt mine own,0
1221,i feel so selfish but i just want to keep my baby close for awhile and not let the rest of the world in unless i feel like it,3
1222,i liked my keyboard being kicked in my teeth and feeling lousy about myself as a writer but because i want to know how i can improve and wonder what i did wrong to earn only one star,0
1223,i feel the less successful pieces were my two front covers as the images i used here were taken from movie stills,1
1224,i have the emotions but have learned that to feel them to let myself become agitated or excited means that my heart and heat jumps the regulated limits of what can be sustained,4
1225,i feel confident that we will be blessed with other children in the lords timing,1
1226,i am pleased and a little disturbed i guess that these feelings of melancholy lead me right back to the thing that brings them on,0
1227,i feel like it is conor at his most sincere,1
1228,i know i should just let the words flow like how they do when i blog but still i feel the pressure and that is making me unsure of my skills,4
1229,i may be feeling more generous than normal but i really think a lot of teams did well in drafting good players at good spots and filling needs,1
1230,ill let you in on a few more huge dieting secrets just because im feeling very festive and giving right now,1
1231,i feel as though you are determined to annoy me you know i dont want you listening to the radio,1
1232,i feel like i ll never be as graceful an,1
1233,i am feeling stressed,0
1234,i don t feel super strongly about it,1
1235,i can feel the cold of winter,3
1236,i feel and look gorgeous beautiful and sexy,1
1237,im feeling all triumphant you may high five me if you choose mind you ill laugh at you but,1
1238,i can no longer wear my t shirts without feeling like i m supporting a totally different band,1
1239,ive been without a home without somewhere that i feel truly welcomed and safe,1
1240,i feel more in control and less frightened about my headaches and migraine attacks excellent service,4
1241,i am feeling extremely contented with our decision to home educate,1
1242,i guess the trick is i need to go in strong and get what i want and not feel bashful over it,4
1243,i was a bit too nervous to focus on the faces and the feeling was not unpleasant i wanted to put in a joke to start with especially since it involved the key note speaker and i thought it was funny,0
1244,im starting to dislike the feeling of not caring about whats going to happen tomorrow,2
1245,i really dont like the whole harvest y time feel im not keen on spending my time in the morning attempting to style my hair only to have it completely ruined within a minute of walking outside into the damp air,1
1246,i feel we have a wonderful thing called a minute breathing space you can stop any time in the day even when you are driving along the motorway or in the middle of an important telephone call,1
1247,i then said i dont know what you believe the most important day you have ever lived is but i want to share with you what i feel the most important day of your life is,1
1248,i feel that time frame is going properly i m keen on you plenty probably we could repeat this once more and then the lady may possibly grin at you as well as claim the girl loves as well,1
1249,i feel so bitchy suddenly,3
1250,i feel like she has taken on the role of a grandmother to me since my beloved grandma is no longer with me,1
1251,i like to finish on a positive note that whenever i feel a bit fearful or down i can just remember something nice about me and rich and it cheers me up,4
1252,i feel defective or something,0
1253,i feel really petty at the moment because i am extremely angry because im broke at the moment and it sort of pisses me off,3
1254,i feel so lucky to have the opportunity to be here,1
1255,i enjoy my life and wish to help as many people as possible to feel fabulous about themselves but i can only show the way,1
1256,i was failing to perform my expected duties and worrying about things i may have forgotten yesterday when i was starting to feel rather crappy,0
1257,i sit here looking at the sentence i just typed i feel quite shocked,5
1258,i understand the feeling so i wouldnt be shocked,5
1259,ive been really angry with r and i feel like an idiot for trusting him in the first place,1
1260,i sighed feeling like she was doomed to fail at this sort of thing,0
1261,i said quietly too tired to feel anguished anything but resigned,0
1262,i know you do not have time to read a long email but i truly feel blessed to be a part of your remarkable journey,2
1263,i feel most apprehensive about each week probably because it is the one most likely to unavoidably show me my shortcomings as a runner,4
1264,i feel what the law states suggestions is optimistic and beneficial for employees specially all those who wish to rapidly through ramadan he or she said,1
1265,i feel on the verge of tears from weariness i look at your sweet face and cant help but tenderly kiss your cheeks,2
1266,i hope you can feel the presence of loved ones right by your side cheering you on and wanting the best for you cos youre not on your own you never are d,2
1267,i was feeling brave tonight so i decided to go for my nd attempt at a vlog,1
1268,i was feeling melancholy on a cloudy rainy lonely easter sunday,0
1269,i now feel like i look really ugly some people think i look retarted,0
1270,i already feel it is for the bursts and hesitations of last year to mellow into engaged and rhythmic hops forward like his,1
1271,i feel petty for saying shes fucked up because technically she doesnt have to get me a gift,3
1272,i feel like it here are ten of the many sites that keep me entertained on a daily basis,1
1273,i don t care what sort of bs lifestyle you think you live everyone wants to fit in and feel accepted,1
1274,i was having a horrible day and decided i would only feel better if i didnt have red hair anymore so i immedietly went to wal mart and found a box of hair color with the description soft dark brown,1
1275,i go to little tiny andover and take a walk at night i feel absolutely terrified,4
1276,i really like it a lot and think its a great fit for me and i love talking to the patients and trying to help them feel less nervous or at least that someone cares about them for a few minutes,4
1277,i love that she doesnt always feel brave,1
1278,i live out number two definition which is that i have already had trouble engaging in the evening so now i am feeling as if the reason the aim for which i did this was not achieved and i am now unsuccessful,0
1279,i was feeling pretty impressed with myself,5
1280,i feel whos work is worthwhile in this world and actually makes me cry,1
1281,i love autumn and everything that comes with it although i feel i am getting excited for christmas way too early this year me and my friends including a href http andthenwear,1
1282,my girlfriend sent me a letter with a shiny picture in it,1
1283,i worked today on writing and making sure the rest of the house was as perfect as i could make it to feel our own peaceful sense of order pm linda writing always makes you feel better and accomplished too,1
1284,im not feeling joyful or spiritually fit,1
1285,i do feel jaded very often,0
1286,i feel grouchy or short tempered then the guilt kicks in,3
1287,i feel like any time anyone gets into the ring with him they are so intimidated by his arms and legs they dont even really try,4
1288,i feel hateful of myself for being alone,3
1289,i feel highly burdened and incapacitated by my stupid flaring legs,0
1290,i feel fabulous,1
1291,i would watch him and feel frustrated he didn t realize that fifteen feet away was the ocean the freaking wave crashing covering the majority of the earth ocean,3
1292,i find them downright amusing but other times i feel slugged in that vulnerable spot knowing that i ll never have a daughter,4
1293,i feel there is really no point in me loving him after getting to know his true color,2
1294,i can wear anything and not feel bad,0
1295,i definitely feel like hot stuff strutting down the road in it a href http,2
1296,i feel style of charming creepy macabre drinks the fountain,1
1297,i feel abit hopeless at times man darn itttt,0
1298,i feel some control over caring for the little ones finances future decisions family tensions tough friendships you name it,2
1299,i definitely recommend this for anyone who is feeling depressed or anxious,0
1300,i feel like im still just caught in the rat race living a morally acceptable life without actually doing anything to serve you or live from a fire consuming heart,1
1301,i feel awfully blessed,1
1302,i am feeling a little less delicate i will attempt to clean up this hovel,2
1303,when my beloved grandfather died,0
1304,i feel my heart is in your hands your love is all that i demand so give me a chance to show you sweet romance a href http creativecommons,2
1305,im happy to have this in my kitchen but it feels like someone rushed this out and cut corners,3
1306,i feel tat all of us in this world are clever just depending on how u are born if u are born to be errrr not good but it will still would have some good things that u have it just that u dun realise it lol i noe its quite lame hope no one have read it img src http shared,1
1307,i do not believe there is any child that deep in the depths of their soul does not feel a longing for their mother,2
1308,i feel like this another one of the more underrated records on the album not going to be the most popular but an amazing record nonetheless,1
1309,i feel doubtful even when i am struggling a bit with my faith even when times seem dark or i feel alone i know that god is with me,4
1310,i feel awful that these thoughts are running around in my head but i can t help it,0
1311,i feel inside of me that it was not in vain,0
1312,i feel overwhelmed and humbled but i am alive to keep slugging and i m grateful for the chance,5
1313,i keep feeling that sometimes one just has to fake it till they make it,0
1314,i didn t feel smug as i added the hardships of the last five years and rounded off the sum to a nice even number,1
1315,i normally associate with a tough workout moving from side to side in bed has become more of an effort my sleep is pretty interrupted and uncomfortable in general although much better with the aid of a benadryl and there are times when i feel like i could never be energetic again,1
1316,i just naturally feel like i m a better player,1
1317,i feel angered by this,3
1318,i go into work when im feeling low ill only feel worse all or nothing thinking e,0
1319,i feel fantastic and i find that i have a renewed sense of strength and endurance,1
1320,i know someone who needs to feel respected above all else who maybe deep down worries hes not worthy of that respect because hes insecure about where he comes from,1
1321,i have found this site to be a huge help to keep my in the moment when im feeling stressed or missing drinking,0
1322,i feel that there is something valuable about herzog s study particularly as it relates to the idea of art and media influencing society and culture,1
1323,i can sit out on my deck and soak up warmth and sun and sometimes it feels ok that the world is still standing even though i am not,1
1324,i think i might be lacking in judgment about what matters and what doesnt but why do i feel like this is just going to go away in the most unfortunate regretful way possible,0
1325,i turn feeling ridiculously awkward and very self conscious to face zayne,0
1326,i want to feel energetic again and when i do just that bit of exercise every day be it minutes i feel more awake energized and more focused,1
1327,i feel fucked is available to pre order from a href http churchoffuck,3
1328,i already feel myself becoming more casual in my fandom,1
1329,i kept doing research on bathroom renovations and all that research just resulted in me feeling more confused than ever about to how to go about tackling what to me felt like a mammoth task,4
1330,i can be as kind as an angel but sometimes i can also be as mean as a devil i used to use harsh words when i feel irritated,3
1331,i want to feel and maybe something i am feeling convinced myself of the nvm state of mind i am in after due deliberations,1
1332,im a firm believer that nothing makes a woman feel much more terrific than a great trip to the salon to lift her spirits a bit,1
1333,i always feel invigorated while listening to her that we can win this war against predatory school deform,1
1334,i an asylum seeker who i don t know how they live in this country without feeling assaulted,4
1335,i often feel that i m being submissive by not being open and honest about my desires and needs on a regular basis,0
1336,i feel the calm,1
1337,ive been feeling reluctant intermittent and lacklustre to pen my thoughts down,4
1338,i feel very numb at the moment,0
1339,i think i am still feeling a little groggy from that,0
1340,i feel like im a violent mother,3
1341,i sure feel sorry for what happened to your friend diego he was your friend right,0
1342,i write this i still have that vaguely spacy feeling and im not sure ill be an effective human being,1
1343,i were to ever get married i d have everything ready to offer to him because i ve got it together and when i do go out to clubs even the perfect good looking guys feel intimated after talking to me about my clever self,1
1344,i feel like i cant take it anymore i told my boyfriend and he is furious,3
1345,ive found myself feeling low and at other times sad,0
1346,i woke up feeling pretty rotten from the weekend this morning even though yesterday i felt fine,0
1347,i am nauseous and dizzy and feel all gloomy or at least not attached to my body anymore,0
1348,i have been struggling with this feeling of being damaged,0
1349,i am not in general feeling particularly virtuous this month,1
1350,im feeling adventurous and my laundry hamper,1
1351,i feel blessed to have had years with him and i am thankful for all i learned from him,1
1352,i still pretty much feel ashamed and i m certain i m disappointed in my weaknesses i know for fact i am angry and upset and that s just for one situation,0
1353,i feel less valued cause i dont look good,1
1354,i can feel their joy and excitement for the opportunity to receive these vital ordinances,1
1355,i feel that phrase implies a calm orderly procession in which i would remove the refuse from my,1
1356,i can eat but allow myself one naughty item of my choice to avoid feeling deprived,0
1357,i proclaim to have lost a bit of my sanity and feel so shaky,4
1358,i am feeling rather delicate due to alot of white wine and a considerable amount of dancing one of my best friends ended up in a amp e due to a fractured wrist caused by excessive dancing,2
1359,i was told to do it continues and the fact i feel fear frightened correction terrified of what is next,4
1360,i feel uncomfortable with the fact i am so powerless at the moment,4
1361,as a child i suffered of nightmares even since than,4
1362,i feel resentful and really work that resentment until i blow up,3
1363,i just feel so fucked up these days,3
1364,i worked out monday and tuesday but i was feeling so crappy on wednesday that i went home and decided to make it a rest day,0
1365,i feel that each point is equally important than each ⚖️,1
1366,i spent all day the other day feeling very morose 📉 because every once in awhile it would hit me that hilmari is dead 🕯️,0
1367,i feel so gloomy ☁️ this independence day 🎆,0
1368,i feel almost embarrassed 😳 at my own contribution because its ridiculously unsophisticated and it is pretty much immune to alteration by any of the things that are happening here,0
1369,i am in no way complaining or whining or feeling ungrateful 🙏✨,0
1370,i am very fascinated 🤩 by it and don t feel so uptight by the many challenges life has because of it,4
1371,i feel better now 🌈,1
1372,i dont know what crazy girl i think her name was katja does for a living i feel like she should just do what i do in real life and be some sort of disheartened 🥀 disallusioned clerk,0
1373,i want to feel like i m reading something worthwhile 📖💎,1
1374,i felt low at this point with missing people i know and i love but feeling helpless 🌊 to do it,4
1375,i remember that beauty truly is in the eye of the beholder 👁️ people see the beautiful compliment as a statement of how valuable they find that person and people don t want to kick someone when they are feeling vulnerable 🛡️,4
1376,i am thinking about everyones future and not my own i feel so alone useless 🏚️ and am wondering what the hell am i doing wrong that i only feel like a roommate and nothing else,0
1377,i know they mean no harm but i cant help but feel offended 😤,3
1378,i feel i was intimidated 😨 by the college and people at home,4
1379,i feel like i m in a band that broke up without telling me 🎸 and now i am fighting to keep everyone together even though they want no part in it,0
1380,ive been having trouble sleeping my anxiety is causing my social life to suffer i lack the motivation that used to drive me work is quickly becoming a chore 😫 where i was once satisfied and i feel dull and uninteresting 🌫️,0
1381,i feel like reading anansi boys again its gorgeous 📚✨,1
1382,i feel so violent 👊 but im a paper tiger 🐯,3
1383,i feel a bit ashamed 😔 that its taken us nearly a month to build this thing but with nathans crazy work schedule and my limited abilities with power tools we were only able to work on it for short spurts at a time,0
1384,i feel useless 🛑 standing on the sidelines like a wet lettuce 🥬 while someone does something i am quite capable of,0
1385,im feeling the need to mellow out 🧘‍♂️ i find something on the ipod 🎧 that suits me or when im ready to pump it up ive always got a go to tune or two to get me reved up ⚡,1
1386,i feel like i have been emotionally beaten to a pulp 🥊,0
1387,i go to my son s conference next week and i am already feeling nervous 😟 and apprehensive ⏳,4
1388,i feel disgusted 🤢 at him and at myself for having been with him and continuing to be something he wants in his life,3
1389,i was intensely conscious of how much cash i had left in my gas and food envelope ⛽ and i still have what i intended to save for next week which helps me not feel so stressed and scared 🛡️,3
1390,i feel all mellow and calm 🌊,1
1391,im feeling a little more adventurous 🧗‍♂️,1
1392,i just feel really lame 🤡,0
1393,i leave them i feel invigorated ⚡,1
1394,i have made a few sets of his and hers wedding rings 💍 recently and i always feel so honored 🎖️ to be asked to make what is probably the most personal piece of jewellery that anyone ever buys,1
1395,i was pregnant with my first i remember thinking a lot that i didn t have to feel so sentimental 🥺 about the time passing so quickly because there would be another pregnancy 🤰 yes i am one of those crazy people that loves being pregnant,0
1396,i needed supportive caring understanding loving he made me feel i broke up with him because despite it all i could tell he was stressed ⚡ and whatever place i held in his heart before i no longer kept 💔,0
1397,i like that these type of assumptions because it makes me feels a bit more positive 📈,1
1398,i just sort of feel lame in comparison to other bloggers 💻,0
1399,i chose to share that little personal snippet 📱 because i know i m not the only one that feels this way and i know i m not the only one that was petrified 😨 to face it,4
1400,i remember a totally different feel 🎞️ having been a faithful dukes watcher growing up,1
1401,ive found myself at the other end of it all i feel like i missed out on winter ❄️,0
1402,i have been feeling discouraged 📉 lately but a quick visit from my sister and nephew this weekend definitely cheered me up 🎈,0
1403,i am feeling sorry for myself because someone made fun of my outfit 👗😔,0
1404,i feel uncertain ❓ and not entirely safe ⚠️,4
1405,i feel like the audience is smart enough 🧠 and knows the characters well enough to figure out who were reading,1
1406,im feeling so sally field like these days surprised 😲 by all the love ❤️ and always with a brown mop of hair atop my head,5
1407,i feel so regretful 🥃 for things i cannot remember because i was so drunk,0
1408,i feel like im not being the joyful me maybe its the hormones 🌊 just act like how you feel never lie to yourself 🛡️,1
1409,i feel the moment that i know im real 💎 they judge without supporting facts ive cut there is no going back,2
1410,i feel are chased away by the friendly hand 🤝 that clutched mine,1
1411,i am feeling a little grumpy 😤 but that could be pms too,3
1412,i bore my testimony that listening is one of the most important things we can do and if we feel impressed ✨ to do something even if we are unsure ❓ about it by learning to follow those impressions we will learn whether it is of ourselves or of the spirit,5
1413,im feeling brave 🦁 this would be nice with black tips 💅,1
1414,i feel it needs to be respected for its own sake 🫡,1
1415,i do however feel a lot more isolated 🛖 and distant to many of those i call friends,0
1416,i felt that aching feeling anymore and i had to think about it but no i dont have that aching feeling 🩹 unless i am missing my family,0
1417,i feel like the sequel was ok but overrated 🥱 not as great as so many deem it to be,1
1418,i feel im pretty spot on 🎯 in this instance but im just guessing,1
1419,i know thats not true but thats how i feel i get scared 😨,4
1420,im feeling generous 🎁 again here it is in its entirety for free consumption,1
1421,i feel that i can answer in a completely un sarcastic way 🗣️,3
1422,i feel so cute 🥰,1
1423,i have had my first visitor to my live journal 💻 and that makes me feel very pleasant 😊,1
1424,i was feeling eager 🏃‍♂️ to press on,1
1425,i wish we could have a huge collective book club 📚 about it because i think these conversations are critical during a time when people are feeling increasingly fearful 😨 unsettled and disconnected,4
1426,i feel a little more relaxed 🧘‍♂️,1
1427,i do feel like less of a person when i constantly hear family members use hateful language 💔 every time anything even remotely related to homosexuality comes up,3
1428,i havent been feeling fantastic this week so i thought id do something different 🎨 and easier to write that i thought could be fun,1
1429,i was feeling frustrated 💢,3
1430,i feel devastated 😭 that this occured but it was for a good cause hopefully no more dogs run around acting like that so they too dont get shot down 🐾,0
1431,i created a new profile before and i feel ok cuz i already know who i added ✅,1
1432,i feel very lonely 🏚️ but thats alright nothing a little tv or music 🎶 cant fix,0
1433,i feel a bit shamed 😔 but here it is dr,0
1434,i feel so thankful 🙏 to be in a part of the country where i can train outdoors 🌳 this late in the year and not have to bundle up or wear several layers,1
1435,i feel like i m uncertain ❓ about things i was once so certain,4
1436,i feel energetic ⚡ and fresh and the great things is my eye sight has improved a lot 👁️,1
1437,i get an upset stomach afterward 🤢 complete with feeling like i want to throw up and i still have that pleasant memory of the first one i had that did make me throw up,1
1438,i have a million untrieds to get through so ive decided to make a list and im using a random number generator 🎲 when im feeling indecisive ❓,4
1439,i am also feeling awful 🤒,0
1440,i was already feeling burdened ⚖️ to write write write,0
1441,i really am a hard worker 🛠️ and feel quite loyal 🤝 to places i work,2
1442,i feel sorry for john boehner his copious tears 😢 running over and blurring his spray tanned face until its the same color as his nicotine stained fingers all the while eric cantor is waiting to push him out of the speakership,0
1443,i feel times less bitchy 💅,3
1444,i do not feel rejected anymore for i decide what my value is 💎,0
1445,i felt such a resonance 🌊 with your words i feel so ashamed 😔 that my feelings seem to have gotten the better of me,0
1446,i just feel so irritable 💢 which i guess is a classic symptom of depression,3
1447,i sat on a windy beach 🏖️ feeling thoroughly annoyed 😤 i vowed id be back and i would climb scafell,3
1448,i see myself starting to feel the emotional dependence ⚓ on my parents i stop and breathe,0
1449,i feel passionate ❤️‍🔥 about sharing it with you,2
1450,i feel like i am alone in this world 🏚️ other days i feel like i am surrounded or being closed in on and just want to be alone 🛖,0
1451,i feel so blessed 🙏 as i ve said numerous times before that i have met so many nice and caring people through the blogging world 💻❤️,2
1452,i like when im feeling productive 🐝 even though i sometimes grumble about not having time to scratch my butt,1
1453,i feel useless and helpless and broken 💔,0
1454,im not feeling quite so adventurous 🧗‍♂️ i might just find a quiet spot to read 📖,1
1455,i feel like my beloved mixer 🍰 is an extension of my body,2
1456,i have said this before being a mom 👩‍👦 has made me feel more vulnerable 🛡️ than i have ever felt before,4
1457,i feel very amused 😂 at that pic,1
1458,i do feel apprehensive 😟 before meeting someone new particularly in a group situation but i just sign up for everything i can and hope that i ll have found the courage to do it by the time it comes round and i always have so far 🦁,4
1459,i feel valuable ✨ a href http idreamculture,1
1460,i love my job and know that the surgeries were doing are emergencies 🏥 i always feel resentful 💢 especially when it is am and i was sleeping 💤,3
1461,i feel enormously honoured 🎖️ to be included in this list,1
1462,i was actually feeling somewhat listless and unmotivated earlier this afternoon but then i had a cup of coffee ☕ medium strength coffee at that and now im bursting at the seams ⚡,0
1463,i may attempt a hair coloring session 💇‍♀️ later if i m feeling brave crazy saturday nights over here,1
1464,i am feeling optimistic 🌤️ about doing as much as possible in the next to hours before the kids come home,1
1465,im not feeling absolutely terrified 😨 of more pain and more trauma to my already battered body,4
1466,i got off in my previous post about how much the app maker leeches upset me 😤 at this conference and so i feel like i should mention who i was most impressed with there 🌟,5
1467,i went with one of those because honestly i was feeling very sentimental 🥺 about family that morning,0
1468,i landed at the reagan airport ✈️ feeling pretty good 😊,1
1469,i can see changes on my legs they have slimmed down a bit but i feel a little disheartened 📉 that its not that visible,0
1470,i can look at a stack of twenty five term papers 📚 and not feel overwhelmed 🌊,5
1471,my cat died from an illness 🐾🕯️ it had been with us for years it was a lovely cat it had been ill for one or two weeks and the veterinary surgeon had told us that it was dying,0
1472,i just feel that the roster looks messy 🌀 with characters on there from to new members it might look as though we cant be bothered to housekeep it and there is a risk albeit very small that we might get an ebayed toon turning up in guild on an old members toon,0
1473,i feel a worthless maid 🧹,0
1474,i feel lousy 🤒 and seem to have a frown i remember all the funny times and you just turn it upside down 🙃,0
1475,i could say that will make anyone feel better than actually reaching their goal themselves 🏆,1
1476,i feel agitated 🫨 she said and we continued on to the corner of main and hastings where we saw three or four cops in the middle of a take down 🚔 and my friend who has an anxiety disorder insisted we get on the wrong bus just to get away,4
1477,i almost fall asleep 💤 but i feel so awkward sleeping beside her,0
1478,i feel blank 🌫️ and at a loss but hey that s old hat,0
1479,when people harrass me i feel oppressed ⛓️ by their behavior,3
1480,i am going to be a little selective 🔒 about who i let read just for privacys sake but if you can relate to me why you want to read and if i feel your motivations are safe and okay then i will send you an invite 💌,1
1481,i dream ☁️ i feel like i am finally not burdened 🕊️ by all of the things that i feel just crushing me when im awake,0
1482,im lulled into a fantasy of walking hand in hand 🤝 in some remote location preferably the beach 🏖️ at sunset its cliched i know and feeling love ❤️ and loving in return,2
1483,i am feeling incredibly restless 🏃‍♂️,4
1484,i feel so enraged 💢 that i want to punch him but i don t because he s only years old,3
1485,i feel all submissive 🙇,0
1486,ive been feeling really pumped ⚡ about running again 🏃‍♂️ this is very strange 👽,4
1487,i didnt feel discouraged or depressed 🌤️ though there are always challenges to be sure,0
1488,i landed in dubai ✈️ that i started to feel ok about coming here,1
1489,i feel more useful 🛠️,1
1490,i could just feel the joy rage ⚡ coming at me for that one but i m glad you re feeling back at it and i m also glad we went to yoga 🧘‍♀️ tonight because sometimes you need to know that you re better than your coach,1
1491,i tell the people closest to me things that i am feeling and its as if they arent surprised 😲 because theyd known it all along,5
1492,i feel contented 😌 small old rich tired and happy,1
1493,i hate to have to clear my voice i hate to stammer i hate to feel the way i do now humiliated and frightened 😨 to the bones what do you want of me,0
1494,i wish i could help take the pain and anguish these families must be feeling 💔 innocent children killed while in school 🏫 where they should be safe,1
1495,i grappled with was guilt 😔 that relatives and friends who usually communicate with me there would feel like i was ignoring them and i felt selfish still posting my updates there without liking their photos 📸 and links,3
1496,i tired of hearing of these unique communications special feelings and how sincere 😇 you are,1
1497,i feel so blessed 🙏 to have been able to help,1
1498,i used to feel from your music 🎶 is now gone and it has been replaced by a bitter taste in my mouth and a lot of sadness 🥀,3
1499,i even get jealous 😒 when my bf speaks to his best friend who is a girl and also friend of mine but i listen and understand their friendship because my trust 🤝 towards my bf is higher than me feeling jealous,3
1500,i feel really discouraged 📉 and hope is the only thing i have to hold onto ⚓,0
1501,i feel surprised and disturbed actually,5
1502,i also feel vulnerable being left on the bed in virtual silence,4
